y_true,y_pred,residual
0.0,-0.0126993613214128,-0.0126993613214128
0.0535714285714285,0.1154467620887008,0.061875333517272306
0.2488888888888888,0.1976382474592175,-0.05125064142967131
0.1216216216216216,0.1559962076376974,0.03437458601607579
0.2758620689655172,0.2113220660568819,-0.06454000290863529
0.0232558139534883,0.0458163151070567,0.0225605011535684
0.1370967741935483,0.1545968611549308,0.0175000869613825
0.0319148936170212,0.0573535780173181,0.025438684400296903
0.1639344262295081,0.1492932986353831,-0.014641127594125003
0.0925925925925925,0.0918112196531182,-0.0007813729394743063
0.1111111111111111,0.0678522269737643,-0.0432588841373468
0.203125,0.2422839870139507,0.03915898701395071
0.0,0.0174044577152064,0.0174044577152064
0.1739606126914661,0.1209401578887973,-0.05302045480266879
0.1612021857923497,0.2026099954854464,0.04140780969309668
